post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,engagement_score,hours_since_post,content_length_category,sentiment_category,num_topics,num_creator_connections,top_topic
p063,u165,"(13.0878,80.2785)","['u163', 'u167']","{'renewable_energy': 0.9, 'solar': 0.8}","{'text': 0.8, 'video': 0.7}","{'u163': 0.8, 'u167': 0.7}","{'renewable_energy': 0.9, 'solar': 0.8}","""Home solar panel installation experience""",2025-05-22 12:30:00,109.0,33.0,24.0,41.7,"['solar', 'renewable', 'energy']",text,390.0,"(13.0878,80.2785)",0.77,0.05,0.18,0.71,247.0,983.0170169447223,long,positive,3,2,solar
p064,u166,"(28.6139,77.2090)","['u164', 'u168']","{'perfumery': 0.8, 'fragrance': 0.9}","{'image': 0.7, 'text': 0.8}","{'u164': 0.9, 'u168': 0.6}","{'perfumery': 0.8, 'fragrance': 0.9}","""Creating signature scent at home""",2025-05-25 18:20:00,74.0,18.0,11.0,22.8,"['perfume', 'fragrance', 'diy']",image,260.0,"(28.6139,77.2090)",0.79,0.04,0.17,0.74,143.0,905.1836836113889,medium,positive,3,2,perfume
p065,u167,"(16.1027,81.7972)","['u165', 'u169']","{'quilting': 0.9, 'textiles': 0.8}","{'image': 0.9, 'video': 0.7}","{'u165': 0.7, 'u169': 0.8}","{'quilting': 0.9, 'textiles': 0.8}","""Grandmother's quilt pattern restoration""",2025-05-24 17:40:00,92.0,21.0,16.0,30.4,"['quilting', 'textiles', 'restoration']",image,190.0,"(16.1027,81.7972)",0.84,0.02,0.14,0.81,182.0,929.8503502780557,medium,positive,3,2,quilting
p036,u136,"(19.0760,72.8777)","['u134', 'u138']","{'technology': 0.9, 'ai': 0.8}","{'text': 0.8, 'video': 0.7}","{'u134': 0.7, 'u138': 0.9}","{'technology': 0.9, 'ai': 0.8}","""AI revolution in everyday applications""",2025-05-25 14:15:00,142.0,38.0,29.0,46.2,"['technology', 'ai', 'future']",text,395.0,"(19.0760,72.8777)",0.81,0.03,0.16,0.77,305.0,909.2670169447223,long,positive,3,2,technology
p037,u137,"(15.4909,73.8278)","['u135', 'u139']","{'journalism': 0.8, 'news': 0.9}","{'text': 0.9, 'image': 0.6}","{'u135': 0.8, 'u139': 0.7}","{'journalism': 0.9, 'news': 0.8}","""Breaking down fake news identification""",2025-05-24 11:20:00,93.0,27.0,15.0,34.5,"['journalism', 'fakenews', 'media']",text,340.0,"(15.4909,73.8278)",0.64,0.11,0.25,0.52,192.0,936.1836836113889,long,positive,3,2,journalism
p038,u138,"(29.3117,79.5222)","['u136', 'u140']","{'photography': 0.9, 'wildlife': 0.8}","{'image': 0.9, 'video': 0.7}","{'u136': 0.9, 'u140': 0.6}","{'photography': 0.9, 'wildlife': 0.8}","""Rare bird species captured in morning light""",2025-05-23 05:45:00,198.0,31.0,24.0,28.9,"['photography', 'wildlife', 'birds']",image,190.0,"(29.3117,79.5222)",0.88,0.01,0.11,0.85,332.0,965.7670169447223,medium,positive,3,2,photography
p039,u139,"(12.9716,77.5946)","['u137', 'u141']","{'robotics': 0.8, 'engineering': 0.9}","{'video': 0.8, 'text': 0.7}","{'u137': 0.7, 'u141': 0.8}","{'engineering': 0.9, 'robotics': 0.8}","""Building autonomous robot from scratch""",2025-05-22 16:30:00,87.0,22.0,17.0,39.1,"['robotics', 'engineering', 'diy']",video,450.0,"(12.9716,77.5946)",0.76,0.04,0.2,0.71,182.0,979.0170169447223,long,positive,3,2,robotics
p040,u140,"(21.2787,81.8661)","['u138', 'u142']","{'theater': 0.9, 'drama': 0.8}","{'video': 0.9, 'audio': 0.7}","{'u138': 0.6, 'u142': 0.9}","{'theater': 0.9, 'drama': 0.8}","""Behind scenes of local theater production""",2025-05-25 19:45:00,76.0,18.0,11.0,25.3,"['theater', 'drama', 'backstage']",video,320.0,"(21.2787,81.8661)",0.83,0.02,0.15,0.8,145.0,903.7670169447223,long,positive,3,2,theater
p041,u141,"(16.3067,80.4365)","['u139', 'u143']","{'cryptocurrency': 0.8, 'blockchain': 0.9}","{'text': 0.8, 'image': 0.6}","{'u139': 0.8, 'u143': 0.7}","{'blockchain': 0.9, 'cryptocurrency': 0.8}","""Decentralized finance explained simply""",2025-05-24 13:50:00,129.0,45.0,31.0,51.2,"['cryptocurrency', 'defi', 'blockchain']",text,430.0,"(16.3067,80.4365)",0.72,0.07,0.21,0.64,312.0,933.6836836113889,long,positive,3,2,cryptocurrency
p042,u142,"(27.5706,76.6173)","['u140', 'u144']","{'calligraphy': 0.9, 'art': 0.7}","{'image': 0.9, 'video': 0.6}","{'u140': 0.9, 'u144': 0.5}","{'calligraphy': 0.9, 'art': 0.7}","""Traditional Arabic calligraphy techniques""",2025-05-23 15:30:00,65.0,14.0,8.0,21.7,"['calligraphy', 'art', 'traditional']",image,240.0,"(27.5706,76.6173)",0.77,0.03,0.2,0.73,117.0,956.0170169447223,medium,positive,3,2,calligraphy
p043,u143,"(11.2588,75.7804)","['u141', 'u145']","{'sailing': 0.8, 'ocean': 0.9}","{'video': 0.8, 'image': 0.8}","{'u141': 0.7, 'u145': 0.8}","{'sailing': 0.8, 'ocean': 0.9}","""Solo sailing adventure across Arabian Sea""",2025-05-22 08:15:00,156.0,29.0,22.0,33.8,"['sailing', 'ocean', 'adventure']",video,380.0,"(11.2588,75.7804)",0.85,0.03,0.12,0.81,280.0,987.2670169447223,long,positive,3,2,sailing
p044,u144,"(24.2048,77.4138)","['u142', 'u146']","{'archaeology': 0.9, 'history': 0.8}","{'text': 0.8, 'image': 0.7}","{'u142': 0.5, 'u146': 0.9}","{'archaeology': 0.9, 'history': 0.8}","""Recent excavation reveals ancient pottery""",2025-05-25 11:00:00,82.0,26.0,14.0,37.4,"['archaeology', 'history', 'pottery']",text,360.0,"(24.2048,77.4138)",0.7,0.05,0.25,0.64,176.0,912.5170169447223,long,positive,3,2,archaeology
p045,u145,"(14.6833,75.9044)","['u143', 'u147']","{'cycling': 0.9, 'fitness': 0.7}","{'video': 0.8, 'image': 0.8}","{'u143': 0.8, 'u147': 0.7}","{'cycling': 0.9, 'fitness': 0.7}","""Mountain biking through Western Ghats""",2025-05-24 07:30:00,118.0,21.0,16.0,24.1,"['cycling', 'mountain', 'fitness']",video,290.0,"(14.6833,75.9044)",0.82,0.02,0.16,0.79,208.0,940.0170169447223,medium,positive,3,2,cycling
p046,u146,"(20.9374,77.7796)","['u144', 'u148']","{'astronomy': 0.9, 'science': 0.8}","{'image': 0.9, 'text': 0.7}","{'u144': 0.9, 'u148': 0.6}","{'astronomy': 0.9, 'science': 0.8}","""Jupiter's moons through telescope tonight""",2025-05-23 22:45:00,167.0,33.0,25.0,29.6,"['astronomy', 'jupiter', 'telescope']",image,210.0,"(20.9374,77.7796)",0.87,0.01,0.12,0.84,308.0,948.7670169447223,medium,positive,3,2,astronomy
p047,u147,"(13.0358,80.2101)","['u145', 'u149']","{'origami': 0.8, 'crafts': 0.9}","{'video': 0.9, 'image': 0.8}","{'u145': 0.7, 'u149': 0.8}","{'origami': 0.8, 'crafts': 0.9}","""Complex dragon origami step-by-step""",2025-05-22 17:20:00,94.0,19.0,12.0,35.2,"['origami', 'crafts', 'dragon']",video,420.0,"(13.0358,80.2101)",0.78,0.03,0.19,0.74,168.0,978.1836836113889,long,positive,3,2,origami
p048,u148,"(18.9647,72.8258)","['u146', 'u150']","{'podcasting': 0.8, 'audio': 0.9}","{'audio': 0.9, 'text': 0.6}","{'u146': 0.6, 'u150': 0.8}","{'podcasting': 0.8, 'audio': 0.9}","""Starting your first podcast: complete guide""",2025-05-25 15:40:00,103.0,24.0,18.0,42.3,"['podcasting', 'audio', 'guide']",audio,480.0,"(18.9647,72.8258)",0.75,0.04,0.21,0.7,205.0,907.8503502780557,long,positive,3,2,podcasting
p049,u149,"(26.8467,80.9462)","['u147', 'u151']","{'beekeeping': 0.9, 'nature': 0.8}","{'video': 0.8, 'image': 0.8}","{'u147': 0.8, 'u151': 0.7}","{'beekeeping': 0.9, 'nature': 0.8}","""Honey harvest season has begun!""",2025-05-24 16:10:00,87.0,17.0,13.0,22.8,"['beekeeping', 'honey', 'nature']",video,270.0,"(26.8467,80.9462)",0.84,0.02,0.14,0.81,160.0,931.3503502780557,medium,positive,3,2,beekeeping
p050,u150,"(17.4875,78.3953)","['u148', 'u152']","{'chess': 0.9, 'strategy': 0.8}","{'video': 0.7, 'text': 0.8}","{'u148': 0.8, 'u152': 0.7}","{'chess': 0.9, 'strategy': 0.8}","""Grandmaster tactics explained for beginners""",2025-05-23 13:25:00,76.0,28.0,15.0,41.5,"['chess', 'strategy', 'tactics']",text,390.0,"(17.4875,78.3953)",0.73,0.04,0.23,0.68,177.0,958.1003502780557,long,positive,3,2,chess
p051,u151,"(22.7196,75.8577)","['u149', 'u153']","{'weaving': 0.8, 'textiles': 0.9}","{'image': 0.9, 'video': 0.7}","{'u149': 0.8, 'u153': 0.6}","{'textiles': 0.9, 'weaving': 0.8}","""Traditional handloom silk weaving process""",2025-05-22 14:45:00,59.0,13.0,7.0,26.7,"['weaving', 'silk', 'traditional']",image,250.0,"(22.7196,75.8577)",0.76,0.03,0.21,0.72,106.0,980.7670169447223,medium,positive,3,2,weaving
p052,u152,"(15.8281,78.0373)","['u150', 'u154']","{'magic': 0.9, 'entertainment': 0.7}","{'video': 0.9, 'image': 0.6}","{'u150': 0.7, 'u154': 0.8}","{'magic': 0.9, 'entertainment': 0.7}","""Card tricks that will amaze your friends""",2025-05-25 20:30:00,145.0,32.0,21.0,27.4,"['magic', 'cards', 'tricks']",video,310.0,"(15.8281,78.0373)",0.86,0.01,0.13,0.84,272.0,903.0170169447223,long,positive,3,2,magic
p053,u153,"(28.6139,77.2090)","['u151', 'u155']","{'geology': 0.8, 'minerals': 0.9}","{'image': 0.8, 'text': 0.7}","{'u151': 0.6, 'u155': 0.8}","{'geology': 0.8, 'minerals': 0.9}","""Rare crystal formations in Himalayan caves""",2025-05-24 10:20:00,91.0,20.0,14.0,31.9,"['geology', 'crystals', 'himalaya']",image,280.0,"(28.6139,77.2090)",0.79,0.03,0.18,0.75,173.0,937.1836836113889,medium,positive,3,2,geology
p054,u154,"(12.8406,74.8656)","['u152', 'u156']","{'woodworking': 0.9, 'crafts': 0.8}","{'video': 0.9, 'image': 0.8}","{'u152': 0.8, 'u156': 0.7}","{'woodworking': 0.9, 'crafts': 0.8}","""Handcrafted furniture from reclaimed wood""",2025-05-23 12:15:00,112.0,25.0,19.0,38.6,"['woodworking', 'furniture', 'reclaimed']",video,400.0,"(12.8406,74.8656)",0.81,0.02,0.17,0.78,219.0,959.2670169447223,long,positive,3,2,woodworking
p055,u155,"(19.8762,75.3433)","['u153', 'u157']","{'knitting': 0.8, 'fashion': 0.7}","{'image': 0.8, 'video': 0.7}","{'u153': 0.8, 'u157': 0.6}","{'knitting': 0.8, 'fashion': 0.7}","""Cozy winter sweater knitting pattern""",2025-05-22 19:00:00,68.0,15.0,9.0,23.2,"['knitting', 'sweater', 'winter']",image,220.0,"(19.8762,75.3433)",0.77,0.02,0.21,0.74,125.0,976.5170169447223,medium,positive,3,2,knitting
p056,u156,"(25.0961,78.0885)","['u154', 'u158']","{'psychology': 0.9, 'behavior': 0.8}","{'text': 0.9, 'audio': 0.6}","{'u154': 0.7, 'u158': 0.8}","{'psychology': 0.9, 'behavior': 0.8}","""Understanding cognitive biases in decisions""",2025-05-25 09:50:00,126.0,41.0,27.0,48.9,"['psychology', 'cognition', 'bias']",text,450.0,"(25.0961,78.0885)",0.67,0.08,0.25,0.58,289.0,913.6836836113889,long,positive,3,2,psychology
p057,u157,"(14.1691,79.8398)","['u155', 'u159']","{'ceramics': 0.9, 'pottery': 0.8}","{'video': 0.8, 'image': 0.8}","{'u155': 0.6, 'u159': 0.9}","{'ceramics': 0.9, 'pottery': 0.8}","""Traditional pottery wheel throwing technique""",2025-05-24 17:25:00,83.0,16.0,11.0,29.1,"['ceramics', 'pottery', 'traditional']",video,340.0,"(14.1691,79.8398)",0.8,0.02,0.18,0.77,148.0,930.1003502780557,long,positive,3,2,ceramics
p058,u158,"(31.6340,74.8723)","['u156', 'u160']","{'meteorology': 0.8, 'weather': 0.9}","{'image': 0.7, 'text': 0.8}","{'u156': 0.8, 'u160': 0.7}","{'meteorology': 0.8, 'weather': 0.9}","""Understanding monsoon patterns this year""",2025-05-23 18:40:00,97.0,23.0,16.0,35.7,"['meteorology', 'monsoon', 'weather']",text,370.0,"(31.6340,74.8723)",0.71,0.06,0.23,0.64,191.0,952.8503502780557,long,positive,3,2,meteorology
p059,u159,"(16.7049,74.2433)","['u157', 'u161']","{'birdwatching': 0.9, 'nature': 0.8}","{'image': 0.9, 'audio': 0.7}","{'u157': 0.9, 'u161': 0.6}","{'birdwatching': 0.9, 'nature': 0.8}","""Early morning bird calls identification""",2025-05-22 05:30:00,72.0,19.0,12.0,26.8,"['birdwatching', 'nature', 'identification']",audio,360.0,"(16.7049,74.2433)",0.85,0.01,0.14,0.83,146.0,990.0170169447223,long,positive,3,2,birdwatching
p060,u160,"(23.5880,72.3693)","['u158', 'u162']","{'urban_planning': 0.8, 'cities': 0.9}","{'image': 0.7, 'text': 0.8}","{'u158': 0.7, 'u162': 0.8}","{'urban_planning': 0.8, 'cities': 0.9}","""Smart city initiatives transforming urban life""",2025-05-25 16:15:00,108.0,34.0,23.0,44.1,"['urbanplanning', 'smartcity', 'cities']",text,410.0,"(23.5880,72.3693)",0.78,0.04,0.18,0.73,245.0,907.2670169447223,long,positive,3,2,urbanplanning
p061,u161,"(21.1702,72.8311)","['u159', 'u163']","{'microbrewing': 0.9, 'beer': 0.8}","{'video': 0.8, 'image': 0.7}","{'u159': 0.6, 'u163': 0.8}","{'microbrewing': 0.9, 'beer': 0.8}","""Home brewing IPA: fermentation process""",2025-05-24 20:45:00,89.0,21.0,15.0,32.4,"['microbrewing', 'beer', 'fermentation']",video,350.0,"(21.1702,72.8311)",0.74,0.04,0.22,0.69,176.0,926.7670169447223,long,positive,3,2,microbrewing
p062,u162,"(13.3624,77.1187)","['u160', 'u164']","{'storytelling': 0.9, 'writing': 0.8}","{'audio': 0.8, 'text': 0.8}","{'u160': 0.8, 'u164': 0.7}","{'storytelling': 0.9, 'writing': 0.8}","""Crafting compelling character arcs in fiction""",2025-05-23 21:10:00,95.0,28.0,17.0,41.8,"['storytelling', 'writing', 'fiction']",audio,390.0,"(13.3624,77.1187)",0.76,0.03,0.21,0.72,202.0,950.3503502780557,long,positive,3,2,storytelling
p063,u163,"(18.6298,73.7997)","['u161', 'u165']","{'permaculture': 0.8, 'sustainability': 0.9}","{'image': 0.8, 'video': 0.7}","{'u161': 0.8, 'u165': 0.7}","{'permaculture': 0.8, 'sustainability': 0.9}","""Creating food forest in urban backyard""",2025-05-22 13:20:00,113.0,26.0,20.0,36.5,"['permaculture', 'foodforest', 'urban']",image,300.0,"(18.6298,73.7997)",0.82,0.02,0.16,0.79,225.0,982.1836836113889,medium,positive,3,2,permaculture
p064,u164,"(26.9260,70.9129)","['u162', 'u166']","{'glassblowing': 0.9, 'art': 0.8}","{'video': 0.9, 'image': 0.8}","{'u162': 0.7, 'u166': 0.8}","{'glassblowing': 0.9, 'art': 0.8}","""Molten glass sculpture creation process""",2025-05-25 14:50:00,124.0,22.0,18.0,30.7,"['glassblowing', 'sculpture', 'art']",video,320.0,"(26.9260,70.9129)",0.83,0.02,0.15,0.8,222.0,908.6836836113889,long,positive,3,2,glassblowing
p065,u165,"(10.7905,78.7047)","['u163', 'u167']","{'paleontology': 0.8, 'fossils': 0.9}","{'image': 0.8, 'text': 0.7}","{'u163': 0.7, 'u164': 0.8}","{'paleontology': 0.8, 'fossils': 0.9}","""Dinosaur fossil discovery in local quarry""",2025-05-24 12:30:00,156.0,39.0,31.0,43.2,"['paleontology', 'fossils', 'dinosaur']",image,260.0,"(10.7905,78.7047)",0.88,0.01,0.11,0.86,327.0,935.0170169447223,medium,positive,3,2,paleontology
p036,u136,"(21.7679,72.1519)","['u134', 'u138']","{'photography': 0.9, 'street': 0.8}","{'image': 0.9, 'video': 0.6}","{'u134': 0.7, 'u138': 0.8}","{'photography': 0.9, 'street': 0.7}","""Street photography captures city soul""",2025-05-25 14:20:00,94.0,18.0,12.0,21.3,"['photography', 'street', 'city']",image,190.0,"(21.7679,72.1519)",0.81,0.03,0.16,0.77,166.0,909.1836836113889,medium,positive,3,2,photography
p037,u137,"(15.8281,74.4977)","['u135', 'u139']","{'comedy': 0.8, 'entertainment': 0.9}","{'video': 0.9, 'text': 0.5}","{'u135': 0.6, 'u139': 0.9}","{'comedy': 0.8, 'entertainment': 0.9}","""Stand-up comedy night was hilarious!""",2025-05-24 23:15:00,167.0,42.0,31.0,19.8,"['comedy', 'standup', 'entertainment']",video,150.0,"(15.8281,74.4977)",0.89,0.01,0.1,0.87,344.0,924.2670169447223,medium,positive,3,2,comedy
p038,u138,"(29.3117,79.2975)","['u136', 'u140']","{'woodworking': 0.9, 'crafts': 0.7}","{'video': 0.8, 'image': 0.8}","{'u136': 0.8, 'u140': 0.6}","{'woodworking': 0.9, 'crafts': 0.6}","""Handcrafted dining table build process""",2025-05-23 16:40:00,103.0,25.0,17.0,48.2,"['woodworking', 'furniture', 'crafts']",video,480.0,"(29.3117,79.2975)",0.77,0.02,0.21,0.74,204.0,954.8503502780557,long,positive,3,2,woodworking
p039,u139,"(11.9416,79.8083)","['u137', 'u141']","{'skincare': 0.8, 'beauty': 0.9}","{'video': 0.7, 'image': 0.8}","{'u137': 0.8, 'u141': 0.7}","{'beauty': 0.8, 'skincare': 0.9}","""10-step Korean skincare routine review""",2025-05-22 20:45:00,128.0,36.0,22.0,33.6,"['skincare', 'beauty', 'korean']",video,310.0,"(11.9416,79.8083)",0.74,0.05,0.21,0.68,266.0,974.7670169447223,long,positive,3,2,skincare
p040,u140,"(26.8467,80.9462)","['u138', 'u142']","{'cycling': 0.9, 'fitness': 0.8}","{'image': 0.8, 'video': 0.8}","{'u138': 0.7, 'u142': 0.8}","{'cycling': 0.9, 'fitness': 0.7}","""200km cycling challenge completed!""",2025-05-25 19:30:00,156.0,28.0,19.0,16.7,"['cycling', 'fitness', 'challenge']",image,140.0,"(26.8467,80.9462)",0.91,0.01,0.08,0.89,269.0,904.0170169447223,medium,positive,3,2,cycling
p041,u141,"(19.0760,72.8777)","['u139', 'u143']","{'blockchain': 0.8, 'crypto': 0.9}","{'text': 0.8, 'video': 0.6}","{'u139': 0.6, 'u143': 0.9}","{'crypto': 0.9, 'blockchain': 0.8}","""DeFi trends and market analysis today""",2025-05-24 11:20:00,87.0,34.0,26.0,41.5,"['crypto', 'defi', 'blockchain']",text,390.0,"(19.0760,72.8777)",0.63,0.11,0.26,0.51,233.0,936.1836836113889,long,positive,3,2,crypto
p042,u142,"(12.9716,77.5946)","['u140', 'u144']","{'baking': 0.9, 'desserts': 0.8}","{'image': 0.9, 'video': 0.7}","{'u140': 0.8, 'u144': 0.7}","{'baking': 0.9, 'desserts': 0.8}","""Perfect chocolate chip cookies recipe""",2025-05-23 13:50:00,119.0,31.0,24.0,26.4,"['baking', 'cookies', 'recipe']",image,220.0,"(12.9716,77.5946)",0.86,0.02,0.12,0.83,253.0,957.6836836113889,medium,positive,3,2,baking
p043,u143,"(28.7041,77.1025)","['u141', 'u145']","{'philosophy': 0.8, 'writing': 0.9}","{'text': 0.9, 'audio': 0.6}","{'u141': 0.7, 'u145': 0.8}","{'writing': 0.9, 'philosophy': 0.8}","""Existentialism in modern digital age""",2025-05-22 15:30:00,72.0,27.0,14.0,51.3,"['philosophy', 'existentialism', 'digital']",text,450.0,"(28.7041,77.1025)",0.59,0.13,0.28,0.45,168.0,980.0170169447223,long,positive,3,2,philosophy
p044,u144,"(16.2041,77.3244)","['u142', 'u146']","{'yoga': 0.9, 'mindfulness': 0.8}","{'video': 0.8, 'audio': 0.8}","{'u142': 0.8, 'u146': 0.7}","{'yoga': 0.9, 'mindfulness': 0.8}","""Evening yoga flow for better sleep""",2025-05-25 21:00:00,98.0,19.0,11.0,28.9,"['yoga', 'sleep', 'mindfulness']",video,360.0,"(16.2041,77.3244)",0.88,0.01,0.11,0.85,169.0,902.5170169447223,long,positive,3,2,yoga
p045,u145,"(22.9734,88.4631)","['u143', 'u147']","{'journalism': 0.8, 'news': 0.9}","{'text': 0.9, 'video': 0.6}","{'u143': 0.8, 'u147': 0.6}","{'journalism': 0.9, 'news': 0.8}","""Local elections: What voters need to know""",2025-05-24 08:45:00,134.0,47.0,38.0,44.7,"['news', 'elections', 'politics']",text,520.0,"(22.9734,88.4631)",0.71,0.08,0.21,0.62,342.0,938.7670169447223,long,positive,3,2,news
p046,u146,"(20.2961,85.8245)","['u144', 'u148']","{'agriculture': 0.9, 'farming': 0.8}","{'image': 0.8, 'video': 0.7}","{'u144': 0.7, 'u148': 0.8}","{'farming': 0.9, 'agriculture': 0.8}","""Organic farming techniques show results""",2025-05-23 09:30:00,86.0,22.0,15.0,32.1,"['agriculture', 'organic', 'farming']",image,280.0,"(20.2961,85.8245)",0.79,0.03,0.18,0.75,175.0,962.0170169447223,medium,positive,3,2,agriculture
p047,u147,"(14.9923,78.1569)","['u145', 'u149']","{'robotics': 0.9, 'ai': 0.8}","{'video': 0.8, 'text': 0.7}","{'u145': 0.6, 'u149': 0.9}","{'robotics': 0.9, 'ai': 0.8}","""Home automation robots getting smarter""",2025-05-22 13:15:00,142.0,38.0,29.0,35.8,"['robotics', 'ai', 'automation']",video,330.0,"(14.9923,78.1569)",0.83,0.02,0.15,0.8,305.0,982.2670169447223,long,positive,3,2,robotics
p048,u148,"(25.4358,78.5739)","['u146', 'u150']","{'chess': 0.9, 'strategy': 0.8}","{'video': 0.7, 'text': 0.8}","{'u146': 0.8, 'u150': 0.7}","{'chess': 0.9, 'strategy': 0.8}","""Grandmaster game analysis and tactics""",2025-05-25 15:45:00,74.0,21.0,12.0,38.4,"['chess', 'strategy', 'tactics']",video,410.0,"(25.4358,78.5739)",0.76,0.04,0.2,0.71,152.0,907.7670169447223,long,positive,3,2,chess
p049,u149,"(17.4065,78.4772)","['u147', 'u151']","{'marine': 0.8, 'ocean': 0.9}","{'image': 0.9, 'video': 0.7}","{'u147': 0.9, 'u151': 0.6}","{'marine': 0.8, 'ocean': 0.9}","""Underwater coral reef photography expedition""",2025-05-24 16:20:00,187.0,33.0,25.0,24.6,"['marine', 'coral', 'underwater']",image,200.0,"(17.4065,78.4772)",0.85,0.02,0.13,0.82,328.0,931.1836836113889,medium,positive,3,2,marine
p050,u150,"(30.3165,78.0322)","['u148', 'u152']","{'astronomy': 0.9, 'space': 0.8}","{'image': 0.8, 'text': 0.8}","{'u148': 0.7, 'u152': 0.8}","{'astronomy': 0.9, 'space': 0.8}","""Jupiter's moons visible through telescope tonight""",2025-05-23 22:30:00,156.0,29.0,21.0,31.2,"['astronomy', 'jupiter', 'telescope']",image,180.0,"(30.3165,78.0322)",0.87,0.01,0.12,0.84,277.0,949.0170169447223,medium,positive,3,2,astronomy
p051,u151,"(13.0358,80.2095)","['u149', 'u153']","{'pottery': 0.8, 'ceramics': 0.9}","{'video': 0.8, 'image': 0.8}","{'u149': 0.7, 'u153': 0.8}","{'ceramics': 0.9, 'pottery': 0.8}","""Wheel throwing pottery techniques masterclass""",2025-05-22 17:00:00,91.0,18.0,13.0,42.7,"['pottery', 'ceramics', 'art']",video,390.0,"(13.0358,80.2095)",0.78,0.03,0.19,0.74,166.0,978.5170169447223,long,positive,3,2,pottery
p052,u152,"(24.5936,73.7089)","['u150', 'u154']","{'renewable': 0.9, 'solar': 0.8}","{'text': 0.8, 'image': 0.7}","{'u150': 0.8, 'u154': 0.7}","{'solar': 0.8, 'renewable': 0.9}","""Solar panel installation cut electricity bills""",2025-05-25 11:15:00,108.0,26.0,20.0,29.8,"['solar', 'renewable', 'energy']",text,310.0,"(24.5936,73.7089)",0.81,0.04,0.15,0.76,220.0,912.2670169447223,long,positive,3,2,solar
p053,u153,"(18.5596,73.7738)","['u151', 'u155']","{'theater': 0.8, 'drama': 0.9}","{'video': 0.7, 'text': 0.8}","{'u151': 0.8, 'u155': 0.7}","{'drama': 0.9, 'theater': 0.8}","""Shakespeare's relevance in modern theater""",2025-05-24 20:15:00,68.0,24.0,11.0,47.3,"['theater', 'shakespeare', 'drama']",text,420.0,"(18.5596,73.7738)",0.73,0.06,0.21,0.66,149.0,927.2670169447223,long,positive,3,2,theater
p054,u154,"(27.1751,78.0421)","['u152', 'u156']","{'calligraphy': 0.9, 'art': 0.7}","{'image': 0.9, 'video': 0.6}","{'u152': 0.7, 'u156': 0.8}","{'calligraphy': 0.9, 'art': 0.7}","""Arabic calligraphy workshop highlights""",2025-05-23 14:45:00,83.0,16.0,9.0,23.5,"['calligraphy', 'arabic', 'art']",image,170.0,"(27.1751,78.0421)",0.8,0.02,0.18,0.77,142.0,956.7670169447223,medium,positive,3,2,calligraphy
